"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 50 m2","Giá: 2,95 t<U+1EF7> ","Ph<U+1ED1> V<U+1EA1>n B<U+1EA3>o, Phu<U+1EDD>ng Li<U+1EC5>u Giai, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 67 m2","Giá: 1,888 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Xi<U+1EC3>n, Xã Tân Tri<U+1EC1>u, Huy<U+1EC7>n Thanh Trì, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 48 m2","Giá: 790 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 46 m2","Giá: 1 t<U+1EF7> ","Phu<U+1EDD>ng Gi<U+1EA3>ng Võ, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 990 tri<U+1EC7>u ","Phu<U+1EDD>ng Ð<U+1ED9>i C<U+1EA5>n, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 840 tri<U+1EC7>u ","Ph<U+1ED1> Xã Ðàn, Phu<U+1EDD>ng Phuong Liên, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 33 m2","Giá: 660 tri<U+1EC7>u ","Ðu<U+1EDD>ng B<U+1EDD> Sông, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 1,15 t<U+1EF7> ","Ph<U+1ED1> Ð<U+1ED9>i c<U+1EA5>n, Phu<U+1EDD>ng Ð<U+1ED9>i C<U+1EA5>n, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",105.8296519,21.0346692
"Di<U+1EC7>n tích: 28 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ph<U+1EA1>m Hùng, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 46 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",105.7764404,21.0335147
"Di<U+1EC7>n tích: 36 m2","Giá: 680 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng Quan Hoa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 99 m2","Giá: 1,9 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",105.9200531,21.0674567
"Di<U+1EC7>n tích: 120 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng V<U+1EA1>n H<U+1EA1>nh, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 99 m2","Giá: 1,87 t<U+1EF7> ","Ðu<U+1EDD>ng Thép M<U+1EDB>i, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",NA,NA
"Di<U+1EC7>n tích: 67 m2","Giá: 18 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tru<U+1EDD>ng Sa, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--80.html#",105.8695744,21.0845349
"Di<U+1EC7>n tích: 66 m2","Giá: 22 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Vi<U+1EC7>t Hung, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8995995,21.0526644
"Di<U+1EC7>n tích: 107 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng C<U+1ED5> Linh, Phu<U+1EDD>ng Long Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8956916,21.0272888
"Di<U+1EC7>n tích: 68 m2","Giá: 1,3 t<U+1EF7> ","Ðu<U+1EDD>ng Phúc L<U+1EE3>i, Phu<U+1EDD>ng Phúc L<U+1EE3>i, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.9243889,21.0451284
"Di<U+1EC7>n tích: 61 m2","Giá: 1,7 t<U+1EF7> ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",NA,NA
"Di<U+1EC7>n tích: 80 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng 19 tháng 5, Phu<U+1EDD>ng Van Quán, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.789371,20.9757884
"Di<U+1EC7>n tích: 188 m2","Giá: 9,2 t<U+1EF7> ","Ðu<U+1EDD>ng Minh Khai, Phu<U+1EDD>ng Vi~nh Tuy, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8668611,20.9978892
"Di<U+1EC7>n tích: 65 m2","Giá: 1,3 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Xi<U+1EC3>n, Phu<U+1EDD>ng Ð<U+1EA1>i Kim, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8104148,20.9815134
"Di<U+1EC7>n tích: 2.360 m2","Giá: 23 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Ng<U+1EE5>y Nhu Kon Tum, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.799225,20.9977635
"Di<U+1EC7>n tích: 300 m2","Giá: 24 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8031129,21.0040864
"Di<U+1EC7>n tích: 69 m2","Giá: 1,7 t<U+1EF7> ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8058071,21.0649132
"Di<U+1EC7>n tích: 35 m2","Giá: 550 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.7783752,21.0350715
"Di<U+1EC7>n tích: 45 m2","Giá: 780 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8058071,21.0649132
"Di<U+1EC7>n tích: 60 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.7646796,21.028976
"Di<U+1EC7>n tích: 61 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Hoàng Van Thái, Phu<U+1EDD>ng Khuong Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8253437,20.9950198
"Di<U+1EC7>n tích: 61 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Hoàng Van Thái, Phu<U+1EDD>ng Khuong Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8253437,20.9950198
"Di<U+1EC7>n tích: 102 m2","Giá: 17 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vi<U+1EC7>t Hung, Phu<U+1EDD>ng Thu<U+1EE3>ng Thanh, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8883137,21.0655013
"Di<U+1EC7>n tích: 100 m2","Giá: 1,45 t<U+1EF7> ","Ðu<U+1EDD>ng Quang Trung, Phu<U+1EDD>ng La Khê, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.7615252,20.9724114
"Di<U+1EC7>n tích: 85 m2","Giá: 2,3 t<U+1EF7> ","Ðu<U+1EDD>ng Linh Nam, Phu<U+1EDD>ng Mai Ð<U+1ED9>ng, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8658041,20.9890702
"Di<U+1EC7>n tích: 75 m2","Giá: 23 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vinh Hung, Phu<U+1EDD>ng Vinh Hung, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",105.8777537,20.988908
"Di<U+1EC7>n tích: 67 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Tru<U+1EDD>ng Sa, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--81.html#",NA,NA
"Di<U+1EC7>n tích: 78 m2","Giá: 1,7 t<U+1EF7> ","Ðu<U+1EDD>ng Luu Khánh Ðàm, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.9097907,21.0606599
"Di<U+1EC7>n tích: 31 m2","Giá: 520 tri<U+1EC7>u ","Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 520 tri<U+1EC7>u ","Ðu<U+1EDD>ng M<U+1EF9> Ðình, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.7741563,21.0227619
"Di<U+1EC7>n tích: 64 m2","Giá: 1,79 t<U+1EF7> ","Ðu<U+1EDD>ng Vinh Phúc, Phu<U+1EDD>ng Vinh Phúc, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 59 m2","Giá: 900 tri<U+1EC7>u ","Ðu<U+1EDD>ng DX 03, Xã Ð<U+1EB7>ng Xá, Huy<U+1EC7>n Gia Lâm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 1,3 t<U+1EF7> ","Ph<U+1ED1> Phan Van Tru<U+1EDD>ng, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng H<U+1EAD>u, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 158 m2","Giá: 1,78 t<U+1EF7> ","Ðu<U+1EDD>ng Van Phú, Phu<U+1EDD>ng Phú La, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.7688262,20.9613534
"Di<U+1EC7>n tích: 62 m2","Giá: 1,2 t<U+1EF7> ","Ðu<U+1EDD>ng Yên S<U+1EDF>, Phu<U+1EDD>ng Yên S<U+1EDF>, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 63 m2","Giá: 1,35 t<U+1EF7> ","Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.8399127,20.9625316
"Di<U+1EC7>n tích: 45 m2","Giá: 1,03 t<U+1EF7> ","Ðu<U+1EDD>ng Tam Trinh, Phu<U+1EDD>ng Yên S<U+1EDF>, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 82 m2","Giá: 1,479 t<U+1EF7> ","Ðu<U+1EDD>ng Tru<U+1EDD>ng Sa, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.8695744,21.0845349
"Di<U+1EC7>n tích: 105 m2","Giá: 34,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tôn Th<U+1EA5>t Thuy<U+1EBF>t, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 151 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chánh, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.7909961,21.0136195
"Di<U+1EC7>n tích: 70 m2","Giá: 27,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 90 m2","Giá: 36,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Bu<U+1EDF>i, Phu<U+1EDD>ng Ng<U+1ECD>c Khánh, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",105.8034515,21.0322711
"Di<U+1EC7>n tích: 123 m2","Giá: 36 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 87 m2","Giá: 2,7 t<U+1EF7> ","Ðu<U+1EDD>ng Hoàng Ð<U+1EA1>o Thúy, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 112 m2","Giá: 36 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Luong, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 70 m2","Giá: 2,5 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Th<U+1ECB> Ð<U+1ECB>nh, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 108 m2","Giá: 32,5 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--82.html#",NA,NA
"Di<U+1EC7>n tích: 116 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Hoàng Ð<U+1EA1>o Thúy, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.8029836,21.0070677
"Di<U+1EC7>n tích: 162 m2","Giá: 32,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Láng H<U+1EA1>, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 96 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 80 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Nguy<U+1EC5>n Ng<U+1ECD>c Vu, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 98 m2","Giá: 3,55 t<U+1EF7> ","Ph<U+1ED1> Duong Ðình Ngh<U+1EC7>, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 78 m2","Giá: 32,5 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.7969403,21.0146294
"Di<U+1EC7>n tích: 92 m2","Giá: 26 tri<U+1EC7>u / m2  ","Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.790872,21.0218044
"Di<U+1EC7>n tích: 60 m2","Giá: 2,15 t<U+1EF7> ","Ðu<U+1EDD>ng Lê Van Luong, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.8046779,21.0054445
"Di<U+1EC7>n tích: 123 m2","Giá: 4,1 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n Thái Tông, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.7882175,21.0306691
"Di<U+1EC7>n tích: 118 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 100 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Duong Ðình Ngh<U+1EC7>, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 170 m2","Giá: 30,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n Thái Tông, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng H<U+1EAD>u, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
